DATE,p_saving_rate,target,mortgage,permit,population,emratio,income,new_private_hw_under,gdp,home_ow_rate,House_starts,total_emp_cons,labor_percent,monthly_supply,unemployed_rate,MspUS
01-01-1987,9.4,63.735,9.204,1690,241857,61,3820.2,1090,4722.156,63.9,1774,5007,65.4,6,6.6,97900
01-02-1987,8.2,64.135,9.0825,1689,242005,61.1,3845,1096,4722.156,63.9,1784,5038,65.5,6.2,6.6,97900
01-03-1987,8.1,64.47,9.035,1704,242166,61.2,3863.8,1084,4722.156,63.9,1726,5039,65.5,6,6.6,97900
01-04-1987,4.1,64.973,9.8325,1601,242338,61.3,3875.4,1079,4806.16,63.9,1614,5053,65.4,6,6.3,103400
01-05-1987,7.8,65.547,10.596,1500,242516,61.6,3908.6,1070,4806.16,63.9,1628,5080,65.7,6.7,6.3,103400
01-06-1987,7.3,66.218,10.5375,1522,242706,61.4,3919.7,1060,4806.16,63.9,1594,5086,65.5,6.9,6.2,103400
01-07-1987,7.1,66.786,10.278,1516,242908,61.6,3942.1,1051,4884.555,64.1,1575,5092,65.6,6.7,6.1,106000
01-08-1987,6.8,67.27,10.33,1511,243118,61.8,3978.6,1045,4884.555,64.1,1605,5102,65.7,6.8,6,106000
01-09-1987,7.2,67.624,10.8875,1514,243335,61.6,3995.6,1048,4884.555,64.1,1695,5096,65.5,6.8,5.9,106000
01-10-1987,7.9,67.903,11.26,1447,243543,61.8,4034.7,1041,5007.994,64.1,1515,5142,65.7,6.8,6,111500
01-11-1987,8.2,68.093,10.65,1457,243724,61.9,4062.1,1042,5007.994,64.1,1656,5152,65.7,7,5.8,111500
01-12-1987,8.4,68.344,10.64,1345,243895,62,4115.7,1018,5007.994,64.1,1400,5180,65.7,7.6,5.7,111500
01-01-1988,7.9,68.583,10.3825,1244,244056,62,4128.2,1008,5073.372,63.8,1271,5094,65.8,7.5,5.7,110000
01-02-1988,8.4,68.916,9.8925,1438,244205,62.1,4153,976,5073.372,63.8,1473,5162,65.9,6.6,5.7,110000
01-03-1988,8,69.325,9.93,1525,244362,61.9,4178.3,994,5073.372,63.8,1532,5201,65.7,6.6,5.7,110000
01-04-1988,8.7,69.789,10.202,1429,244528,62.2,4209.5,999,5190.036,63.8,1573,5227,65.8,6.4,5.4,110000
01-05-1988,8.3,70.409,10.455,1444,244708,62,4225.9,987,5190.036,63.8,1421,5228,65.7,6.6,5.6,110000
01-06-1988,8.4,71.068,10.46,1485,244914,62.3,4258.9,980,5190.036,63.8,1478,5261,65.8,6.2,5.4,110000
01-07-1988,8.6,71.686,10.432,1439,245131,62.3,4298.8,971,5282.835,63.8,1467,5270,65.9,6.6,5.4,115000
01-08-1988,8.4,72.185,10.5975,1460,245352,62.4,4323,967,5282.835,63.8,1493,5268,66.1,6.6,5.6,115000
01-09-1988,8.8,72.574,10.48,1436,245579,62.4,4352.5,958,5282.835,63.8,1492,5270,65.9,6.5,5.4,115000
01-10-1988,8.6,72.822,10.3025,1516,245789,62.5,4391.1,953,5399.509,63.8,1522,5262,66,6,5.4,113900
01-11-1988,8.4,73.065,10.265,1508,245970,62.7,4402.5,960,5399.509,63.8,1569,5273,66.2,7.2,5.3,113900
01-12-1988,8.3,73.279,10.612,1501,246140,62.6,4438.6,955,5399.509,63.8,1563,5277,66.1,6.8,5.3,113900
01-01-1989,8.5,73.617,10.73,1466,246301,62.9,4501.5,955,5511.253,64,1621,5289,66.5,6.2,5.4,118000
01-02-1989,8.9,73.968,10.645,1383,246454,62.9,4529.6,947,5511.253,64,1425,5278,66.3,7.5,5.2,118000
01-03-1989,9.4,74.41,11.032,1214,246626,62.9,4570.2,940,5511.253,64,1422,5260,66.3,8.2,5,118000
01-04-1989,8.3,74.868,11.05,1376,246814,62.9,4582.5,922,5612.463,63.9,1339,5295,66.4,7.4,5.2,118900
01-05-1989,8,75.296,10.7725,1381,247010,62.9,4579.4,913,5612.463,63.9,1331,5299,66.3,7.1,5.2,118900
01-06-1989,8.1,75.696,10.196,1322,247228,63,4602.2,913,5612.463,63.9,1397,5298,66.5,7.2,5.3,118900
01-07-1989,8.1,76.042,9.8825,1283,247458,63,4628.5,918,5695.365,63.9,1427,5317,66.5,6.1,5.2,120000
01-08-1989,7.5,76.273,9.985,1334,247695,63.1,4639.1,901,5695.365,63.9,1332,5330,66.5,6.4,5.2,120000
01-09-1989,7.9,76.422,10.126,1314,247942,62.8,4662.3,895,5695.365,63.9,1279,5323,66.4,7.1,5.3,120000
01-10-1989,8.4,76.489,9.9475,1365,248174,62.9,4703,897,5747.237,63.7,1410,5347,66.5,6.9,5.3,124800
01-11-1989,8.5,76.522,9.7675,1344,248380,63,4718.1,882,5747.237,63.7,1351,5364,66.6,6.6,5.4,124800
01-12-1989,7.7,76.498,9.744,1422,248569,63,4735.7,885,5747.237,63.7,1251,5309,66.5,7,5.4,124800
01-01-1990,7.9,76.527,9.895,1748,248743,63.2,4783.8,891,5872.701,64.1,1551,5422,66.8,7,5.4,123900
01-02-1990,8.5,76.587,10.1975,1329,248920,63.2,4819.8,898,5872.701,64.1,1437,5416,66.7,7.6,5.3,123900
01-03-1990,8.3,76.79,10.268,1246,249146,63.2,4842.7,885,5872.701,64.1,1289,5392,66.7,7.8,5.2,123900
01-04-1990,8.7,77.038,10.37,1136,249436,63,4883.8,872,5960.028,63.9,1248,5355,66.6,8.3,5.4,126800
01-05-1990,8.7,77.297,10.4775,1067,249707,63.1,4889.5,858,5960.028,63.9,1212,5321,66.6,8.2,5.4,126800
01-06-1990,8.6,77.505,10.164,1108,249990,62.9,4919.3,846,5960.028,63.9,1177,5303,66.4,7.9,5.2,126800
01-07-1990,8.7,77.561,10.035,1078,250285,62.8,4948.2,831,6015.116,63.9,1171,5274,66.5,7.8,5.5,117000
01-08-1990,8.1,77.479,10.1,1069,250595,62.7,4949.9,813,6015.116,63.9,1115,5234,66.5,8.2,5.7,117000
01-09-1990,8.1,77.229,10.175,976,250904,62.5,4978.6,793,6015.116,63.9,1110,5197,66.4,8.4,5.9,117000
01-10-1990,7.9,76.912,10.1775,925,251201,62.5,4966.5,766,6004.733,64,1014,5134,66.4,8.7,5.9,121500
01-11-1990,8,76.381,10.014,941,251486,62.3,4973.5,758,6004.733,64,1145,5095,66.4,8.2,6.2,121500
01-12-1990,8.8,75.972,9.6725,861,251758,62.2,5004.1,745,6004.733,64,969,5047,66.4,8.5,6.3,121500
01-01-1991,9.4,75.533,9.6375,786,252012,62,4990.4,716,6035.178,64,798,4972,66.2,9.4,6.4,120000
01-02-1991,9,75.249,9.365,853,252253,61.9,4997.1,710,6035.178,64,965,4929,66.2,7.9,6.6,120000
01-03-1991,8.1,75.136,9.5,911,252507,61.8,5005.8,678,6035.178,64,921,4881,66.3,7.3,6.8,120000
01-04-1991,8.7,75.315,9.4925,916,252778,62,5034.3,670,6126.862,64.1,1001,4842,66.4,7.3,6.7,119900
01-05-1991,8.5,75.768,9.472,991,253060,61.6,5055.9,662,6126.862,64.1,996,4800,66.2,7,6.9,119900
01-06-1991,9,76.253,9.615,964,253350,61.7,5090.8,654,6126.862,64.1,1036,4782,66.2,7,6.9,119900
01-07-1991,8.4,76.517,9.575,973,253650,61.6,5087,652,6205.937,64.1,1063,4752,66.1,7.1,6.8,120000
01-08-1991,8.7,76.594,9.244,944,253966,61.5,5108.4,651,6205.937,64.1,1049,4733,66,6.8,6.9,120000
01-09-1991,8.9,76.575,9.0075,974,254280,61.6,5141.5,633,6205.937,64.1,1015,4728,66.2,7.4,6.9,120000
01-10-1991,9.4,76.29,8.855,991,254576,61.5,5157.7,630,6264.54,64.1,1079,4698,66.1,6.7,7,120000
01-11-1991,9.1,76.03,8.712,984,254841,61.4,5177,636,6264.54,64.1,1103,4640,66.1,6.2,7,120000
01-12-1991,9.8,75.844,8.4975,1061,255089,61.2,5233,633,6264.54,64.1,1079,4647,66,6.2,7.3,120000
01-01-1992,9.5,75.7,8.432,1077,255331,61.5,5264.8,639,6363.102,64.1,1176,4667,66.3,5.2,7.3,119500
01-02-1992,9.8,75.655,8.7625,1146,255576,61.3,5303.2,630,6363.102,64.1,1250,4612,66.2,4.9,7.4,119500
01-03-1992,9.7,75.814,8.935,1082,255848,61.5,5323.8,656,6363.102,64.1,1297,4621,66.4,6.1,7.4,119500
01-04-1992,9.8,76.08,8.8525,1054,256139,61.6,5357.4,650,6470.763,64.1,1099,4603,66.5,6.1,7.4,120000
01-05-1992,9.8,76.398,8.672,1056,256437,61.5,5392.4,650,6470.763,64.1,1214,4605,66.6,6,7.6,120000
01-06-1992,10,76.602,8.51,1057,256742,61.5,5424,644,6470.763,64.1,1145,4584,66.7,5.6,7.8,120000
01-07-1992,9.5,76.711,8.128,1089,257063,61.6,5437.1,629,6566.641,64.1,1139,4570,66.7,5.3,7.7,120000
01-08-1992,9.6,76.732,7.975,1075,257390,61.6,5465.1,635,6566.641,64.1,1226,4581,66.6,5.2,7.6,120000
01-09-1992,8.6,76.628,7.9225,1114,257704,61.4,5452.8,638,6566.641,64.1,1186,4584,66.5,5,7.6,120000
01-10-1992,7.9,76.598,8.088,1132,258004,61.3,5444.9,643,6680.803,64.3,1244,4600,66.2,5.1,7.3,126000
01-11-1992,7.9,76.579,8.305,1118,258280,61.4,5467.4,641,6680.803,64.3,1214,4606,66.3,5.4,7.4,126000
01-12-1992,10.5,76.464,8.206,1176,258546,61.4,5676.8,638,6680.803,64.3,1227,4630,66.3,5,7.4,126000
01-01-1993,8.5,76.395,7.9925,1177,258799,61.4,5534.1,636,6729.459,63.9,1210,4664,66.2,5.4,7.3,125000
01-02-1993,8.8,76.327,7.6825,1148,259036,61.4,5568,640,6729.459,63.9,1210,4714,66.2,5.3,7.1,125000
01-03-1993,8.8,76.382,7.495,1056,259283,61.5,5565,633,6729.459,63.9,1083,4676,66.2,5.4,7,125000
01-04-1993,8.7,76.66,7.472,1104,259547,61.5,5621.8,636,6808.939,64,1258,4690,66.1,4.7,7.1,127000
01-05-1993,8.2,77.03,7.465,1112,259822,61.7,5637.9,648,6808.939,64,1260,4753,66.4,5.3,7.1,127000
01-06-1993,7.7,77.516,7.4175,1130,260109,61.8,5632.9,654,6808.939,64,1280,4760,66.5,5.2,7,127000
01-07-1993,7.5,77.885,7.206,1174,260411,61.8,5660.1,663,6882.098,64,1254,4783,66.4,5.3,6.9,127000
01-08-1993,7.6,78.131,7.1125,1230,260717,62,5682,665,6882.098,64,1300,4806,66.4,5.5,6.8,127000
01-09-1993,6.8,78.198,6.915,1251,261015,61.7,5675.1,677,6882.098,64,1343,4823,66.2,4.9,6.7,127000
01-10-1993,6.2,78.172,6.834,1287,261294,61.8,5669.1,687,7013.738,64.1,1392,4868,66.3,5,6.8,127000
01-11-1993,6.2,78.17,7.155,1357,261550,61.9,5694.4,695,7013.738,64.1,1376,4887,66.3,4.8,6.6,127000
01-12-1993,9,78.113,7.172,1461,261796,62,5893.8,703,7013.738,64.1,1533,4925,66.4,4.5,6.5,127000
01-01-1994,7,78.198,7.06,1390,262021,62.2,5779,709,7115.652,64,1272,4940,66.6,5.9,6.6,130000
01-02-1994,6.4,78.204,7.1525,1269,262237,62.3,5798,716,7115.652,64,1337,4923,66.6,5,6.6,130000
01-03-1994,6.7,78.349,7.675,1342,262491,62.1,5829.4,732,7115.652,64,1564,4990,66.5,4.8,6.5,130000
01-04-1994,6.3,78.701,8.316,1392,262754,62.3,5890.5,740,7246.931,63.9,1465,5047,66.5,5.2,6.4,130000
01-05-1994,7.5,79.208,8.5975,1396,263014,62.5,5911.1,749,7246.931,63.9,1526,5084,66.6,5.3,6.1,130000
01-06-1994,6.8,79.701,8.3975,1357,263294,62.3,5917.5,757,7246.931,63.9,1409,5097,66.4,6.2,6.1,130000
01-07-1994,6.9,80.063,8.614,1335,263580,62.3,5946.4,764,7331.075,63.9,1439,5125,66.4,6.3,6.1,129700
01-08-1994,6.4,80.317,8.5125,1377,263871,62.6,5968.7,773,7331.075,63.9,1450,5139,66.6,6.1,6,129700
01-09-1994,6.7,80.34,8.64,1412,264159,62.7,6001.5,774,7331.075,63.9,1474,5175,66.6,6,5.9,129700
01-10-1994,7,80.304,8.925,1397,264430,62.9,6065.3,775,7455.288,64.1,1450,5177,66.7,5.6,5.8,132000
01-11-1994,6.9,80.17,9.17,1340,264681,63,6075.4,785,7455.288,64.1,1511,5210,66.7,6.3,5.6,132000
01-12-1994,7,80.078,9.198,1396,264924,63.1,6108.1,784,7455.288,64.1,1455,5226,66.7,6.6,5.5,132000
01-01-1995,7.3,80.027,9.1475,1282,265157,63,6148.6,783,7522.289,64.4,1407,5234,66.8,6.8,5.6,130000
01-02-1995,7.7,79.992,8.8275,1254,265383,63.1,6173.3,793,7522.289,64.4,1316,5192,66.8,7.3,5.4,130000
01-03-1995,7.4,80.078,8.462,1226,265625,63.1,6200.3,771,7522.289,64.4,1249,5242,66.7,6.8,5.4,130000
01-04-1995,6.8,80.369,8.32,1259,265877,63.1,6223.9,761,7580.997,64.7,1267,5252,66.9,6.7,5.8,133900
01-05-1995,7,80.691,7.955,1271,266134,62.7,6238.3,758,7580.997,64.7,1314,5220,66.5,6.3,5.6,133900
01-06-1995,6.5,81.069,7.566,1305,266414,62.7,6267.4,759,7580.997,64.7,1281,5250,66.5,5.8,5.6,133900
01-07-1995,6.9,81.413,7.6075,1354,266700,62.8,6296.3,762,7683.125,64.8,1461,5262,66.6,5.6,5.7,132000
01-08-1995,6.6,81.655,7.86,1386,266998,62.8,6319,774,7683.125,64.8,1416,5286,66.6,6.1,5.7,132000
01-09-1995,6.6,81.739,7.636,1421,267304,62.9,6347.7,780,7683.125,64.8,1369,5324,66.6,6.3,5.6,132000
01-10-1995,7,81.727,7.475,1400,267585,62.9,6373.5,781,7772.586,65.1,1369,5353,66.6,6.3,5.5,138000
01-11-1995,6.4,81.631,7.3775,1430,267829,62.8,6394,786,7772.586,65.1,1452,5358,66.5,6.8,5.6,138000
01-12-1995,6,81.514,7.2,1442,268047,62.7,6417.8,799,7772.586,65.1,1431,5344,66.4,6.4,5.6,138000
01-01-1996,6.5,81.427,7.03,1387,268258,62.7,6453.9,803,7868.468,65.3,1467,5355,66.4,6.4,5.6,137000
01-02-1996,6.6,81.399,7.075,1420,268480,62.9,6517.8,793,7868.468,65.3,1491,5415,66.6,5.3,5.5,137000
01-03-1996,6.4,81.665,7.624,1437,268724,63,6560.4,814,7868.468,65.3,1424,5446,66.6,6.2,5.5,137000
01-04-1996,5.5,82.125,7.925,1463,268980,63,6597.3,827,8032.84,65.4,1516,5474,66.7,6,5.6,139900
01-05-1996,6.5,82.602,8.07,1457,269247,63,6637.3,832,8032.84,65.4,1504,5498,66.7,5.9,5.6,139900
01-06-1996,6.9,83.049,8.32,1429,269527,63.2,6681.3,826,8032.84,65.4,1467,5534,66.7,6,5.3,139900
01-07-1996,6.5,83.419,8.245,1450,269822,63.3,6681.6,824,8131.408,65.4,1472,5557,66.9,5.7,5.5,140000
01-08-1996,6.4,83.645,8.002,1413,270130,63.3,6709.4,820,8131.408,65.4,1557,5586,66.7,5,5.1,140000
01-09-1996,6.4,83.702,8.23,1392,270433,63.4,6747.4,824,8131.408,65.4,1475,5610,66.9,5.2,5.2,140000
01-10-1996,6.1,83.629,7.915,1358,270730,63.5,6768.8,821,8259.771,65.4,1392,5643,67,5.6,5.2,144100
01-11-1996,6.2,83.557,7.618,1412,271002,63.4,6802.4,829,8259.771,65.4,1489,5668,67,5.2,5.4,144100
01-12-1996,6.1,83.491,7.5975,1411,271243,63.4,6836.6,814,8259.771,65.4,1370,5675,67,5,5.4,144100
01-01-1997,5.9,83.531,7.824,1382,271472,63.4,6884.8,817,8362.655,65.5,1355,5675,67,4.7,5.3,145000
01-02-1997,6,83.597,7.65,1445,271703,63.4,6920.9,810,8362.655,65.5,1486,5722,66.9,4.5,5.2,145000
01-03-1997,6.1,83.912,7.8975,1436,271952,63.6,6960.8,808,8362.655,65.5,1457,5751,67.1,4.1,5.2,145000
01-04-1997,6.2,84.321,8.1425,1421,272213,63.7,6972.8,810,8518.825,65.7,1492,5764,67.1,4.7,5.1,145800
01-05-1997,6.5,84.864,7.944,1414,272482,63.8,7001.3,816,8518.825,65.7,1442,5793,67.1,4.6,4.9,145800
01-06-1997,6.3,85.398,7.69,1402,272767,63.7,7035.8,826,8518.825,65.7,1494,5793,67.1,4.4,5,145800
01-07-1997,5.8,85.841,7.4975,1440,273074,63.9,7071.7,836,8662.823,65.8,1437,5817,67.2,4.4,4.9,145000
01-08-1997,5.7,86.151,7.48,1449,273395,63.9,7119.4,836,8662.823,65.8,1390,5846,67.2,4.3,4.8,145000
01-09-1997,5.9,86.311,7.43,1494,273703,63.9,7158.1,846,8662.823,65.8,1546,5874,67.1,4.2,4.9,145000
01-10-1997,5.9,86.408,7.294,1499,273989,63.9,7205.1,858,8765.907,65.8,1520,5883,67.1,4.3,4.7,144200
01-11-1997,6.1,86.632,7.205,1469,274249,64.1,7257,865,8765.907,65.8,1510,5899,67.2,3.9,4.6,144200
01-12-1997,6.1,86.848,7.095,1456,274499,64,7300,872,8765.907,65.8,1566,5938,67.2,4.4,4.7,144200
01-01-1998,7,87.163,6.994,1555,274732,64,7368.9,886,8866.48,66,1525,5983,67.1,4,4.6,152200
01-02-1998,7,87.373,7.0425,1647,274943,64,7416.5,896,8866.48,66,1584,5997,67.1,3.9,4.6,152200
01-03-1998,7.1,87.877,7.1275,1605,275175,64,7464,905,8866.48,66,1567,5969,67.1,4.1,4.7,152200
01-04-1998,6.9,88.558,7.14,1547,275434,64.1,7501.7,906,8969.699,66.1,1540,6049,67,4,4.3,149500
01-05-1998,6.6,89.374,7.144,1554,275700,64.1,7547,912,8969.699,66.1,1536,6087,67,3.9,4.4,149500
01-06-1998,6.5,90.195,6.9975,1551,275976,64,7584.4,927,8969.699,66.1,1641,6130,67,3.8,4.5,149500
01-07-1998,6.6,90.859,6.952,1610,276266,64,7616.9,938,9121.097,66.6,1698,6172,67,4,4.5,153000
01-08-1998,6.5,91.407,6.9225,1654,276566,63.9,7656.2,941,9121.097,66.6,1614,6215,67,4.1,4.5,153000
01-09-1998,6.1,91.751,6.7225,1577,276859,64.2,7678.1,952,9121.097,66.6,1582,6225,67.2,4.1,4.6,153000
01-10-1998,5.9,91.999,6.71,1719,277140,64.1,7708.8,972,9293.991,66.5,1715,6262,67.2,4,4.5,153000
01-11-1998,6,92.197,6.865,1672,277402,64.2,7745.7,976,9293.991,66.5,1660,6301,67.1,3.5,4.4,153000
01-12-1998,5.5,92.443,6.738,1742,277658,64.3,7771.8,1003,9293.991,66.5,1792,6378,67.2,3.8,4.4,153000
01-01-1999,6.1,92.714,6.785,1732,277891,64.4,7813.1,973,9411.682,66.7,1748,6357,67.2,3.9,4.3,157400
01-02-1999,6,92.981,6.8075,1720,278095,64.2,7840.9,989,9411.682,66.7,1670,6429,67.2,4,4.4,157400
01-03-1999,5.6,93.611,7.04,1665,278324,64.2,7855.9,994,9411.682,66.7,1710,6402,67,4.1,4.2,157400
01-04-1999,4.7,94.436,6.916,1600,278584,64.2,7871.1,991,9526.21,66.7,1553,6480,67.1,3.9,4.3,158700
