DATE,p_saving_rate,target,mortgage,permit,population,emratio,income,new_private_hw_under,gdp,home_ow_rate,House_starts,total_emp_cons,labor_percent,monthly_supply,unemployed_rate,MspUS
01-07-2011,6.7,142.343,4.545,621,312372,58.2,13375.8,417,15647.68,66.1,623,5547,64,6.7,9,223500
01-08-2011,6.7,141.787,4.27,647,312605,58.3,13400.3,414,15647.68,66.1,585,5552,64.1,6.5,9,223500
01-09-2011,6.4,140.169,4.106,610,312842,58.4,13401.5,417,15647.68,66.1,650,5584,64.2,6.3,9,223500
01-10-2011,6.3,138.411,4.0675,671,313060,58.4,13406.4,422,15842.259,65.9,610,5588,64.1,6,8.8,221100
01-11-2011,6.4,136.667,3.9925,706,313260,58.6,13419.7,433,15842.259,65.9,711,5593,64.1,5.7,8.6,221100
01-12-2011,7.2,135.168,3.958,697,313454,58.6,13548.9,434,15842.259,65.9,694,5611,64,5.3,8.5,221100
01-01-2012,7.4,134.168,3.915,712,313636,58.4,13631.6,441,16068.805,65.6,723,5626,63.7,5.3,8.3,238400
01-02-2012,7.3,133.997,3.89,738,313811,58.5,13731.1,450,16068.805,65.6,704,5629,63.8,4.8,8.3,238400
01-03-2012,7.6,135.865,3.954,806,313993,58.5,13798.5,458,16068.805,65.6,695,5625,63.8,4.9,8.2,238400
01-04-2012,7.9,138.471,3.91,732,314176,58.4,13868.1,463,16207.115,65.6,753,5618,63.7,4.9,8.2,238700
01-05-2012,7.9,141.048,3.798,796,314368,58.5,13850.3,474,16207.115,65.6,708,5604,63.7,4.7,8.2,238700
01-06-2012,7.9,143.169,3.675,794,314576,58.6,13837.1,486,16207.115,65.6,757,5621,63.8,4.8,8.2,238700
01-07-2012,7,144.282,3.55,849,314796,58.5,13752.9,490,16319.541,65.4,740,5632,63.7,4.6,8.2,248800
01-08-2012,6.7,144.705,3.602,840,315031,58.4,13768.5,495,16319.541,65.4,754,5648,63.5,4.6,8.1,248800
01-09-2012,7.2,144.358,3.4975,930,315264,58.7,13914.1,511,16319.541,65.4,847,5661,63.6,4.5,7.8,248800
01-10-2012,7.8,143.968,3.3825,887,315485,58.8,14049.2,520,16420.419,65.3,915,5674,63.8,4.9,7.8,251700
01-11-2012,8.7,143.961,3.352,917,315692,58.7,14230.7,534,16420.419,65.3,833,5684,63.6,4.6,7.7,251700
01-12-2012,10.9,143.869,3.345,941,315877,58.7,14581.4,551,16420.419,65.3,976,5724,63.7,4.5,7.9,251700
01-01-2013,4.9,144.313,3.414,940,316038,58.6,13880.4,559,16648.189,65.2,888,5746,63.7,4,8,258400
01-02-2013,4.7,145.163,3.5325,980,316191,58.6,13902,581,16648.189,65.2,962,5784,63.4,4.1,7.7,258400
01-03-2013,4.8,147.962,3.565,936,316357,58.5,13932.2,596,16648.189,65.2,1010,5802,63.3,4.2,7.5,258400
01-04-2013,5.1,150.969,3.445,1012,316535,58.6,13974.9,606,16728.687,65.1,835,5796,63.4,4.4,7.6,268100
01-05-2013,5.3,153.86,3.536,1003,316729,58.6,14052.5,620,16728.687,65.1,930,5829,63.4,4.6,7.5,268100
01-06-2013,5.4,156.428,4.07,942,316934,58.6,14083.9,629,16728.687,65.1,839,5855,63.4,4.1,7.5,268100
01-07-2013,5.2,158.288,4.37,997,317156,58.7,14072,640,16953.838,65.2,880,5859,63.3,5.5,7.3,264800
01-08-2013,5.2,159.396,4.456,964,317397,58.7,14117.3,654,16953.838,65.2,917,5878,63.3,5.5,7.2,264800
01-09-2013,5.3,159.675,4.49,1004,317635,58.7,14181.7,661,16953.838,65.2,850,5910,63.2,5.4,7.2,264800
01-10-2013,4.7,159.558,4.192,1044,317864,58.3,14152.3,670,17192.019,65.1,925,5931,62.8,4.9,7.2,273600
01-11-2013,4.5,159.365,4.255,1029,318076,58.6,14209.6,687,17192.019,65.1,1100,5963,63,5,6.9,273600
01-12-2013,4.5,159.282,4.4575,1005,318276,58.7,14266.5,707,17192.019,65.1,1002,5932,62.9,5.2,6.7,273600
01-01-2014,5.2,159.37,4.432,976,318464,58.8,14369.2,713,17197.738,64.9,888,5985,62.9,5.1,6.6,275200
01-02-2014,5.3,159.872,4.3025,1039,318642,58.7,14456.4,714,17197.738,64.9,944,6007,62.9,5.3,6.7,275200
01-03-2014,5.2,161.189,4.3425,1067,318827,58.9,14555,726,17197.738,64.9,970,6038,63.1,5.6,6.7,275200
01-04-2014,5.4,162.969,4.3375,1090,319020,58.9,14624.5,743,17518.508,64.8,1043,6084,62.8,5.7,6.2,288000
01-05-2014,5.6,164.684,4.192,1018,319225,58.9,14689.5,754,17518.508,64.8,1007,6109,62.9,5.2,6.3,288000
01-06-2014,5.6,166.214,4.1625,1010,319438,59,14760.1,771,17518.508,64.8,911,6133,62.8,5.7,6.1,288000
01-07-2014,5.5,167.138,4.13,1076,319670,59,14821.1,790,17804.228,64.3,1085,6178,62.9,6.2,6.2,281000
01-08-2014,5.3,167.452,4.115,1047,319919,59,14894.2,793,17804.228,64.3,984,6210,62.9,5.4,6.1,281000
01-09-2014,5.5,167.243,4.1625,1077,320166,59.1,14951.2,797,17804.228,64.3,1023,6242,62.8,5.4,5.9,281000
01-10-2014,5.4,166.911,4.036,1094,320403,59.3,15022.7,806,17912.079,63.9,1074,6259,62.9,5.3,5.7,298900
01-11-2014,5.6,166.659,3.9975,1059,320616,59.2,15094,814,17912.079,63.9,1001,6272,62.9,5.7,5.8,298900
01-12-2014,6,166.461,3.864,1072,320815,59.3,15170.9,826,17912.079,63.9,1073,6293,62.8,5.1,5.6,298900
01-01-2015,6.3,166.251,3.67,1049,320997,59.3,15230.8,830,18063.529,63.8,1085,6320,62.9,4.8,5.7,289200
01-02-2015,6.4,166.633,3.71,1127,321164,59.2,15313.3,830,18063.529,63.8,886,6361,62.7,4.5,5.5,289200
01-03-2015,5.9,168.09,3.77,1072,321344,59.2,15314.2,843,18063.529,63.8,960,6334,62.6,5.1,5.4,289200
01-04-2015,5.9,169.97,3.672,1166,321538,59.3,15373.5,868,18279.784,63.5,1190,6392,62.8,4.9,5.4,289100
01-05-2015,5.8,171.85,3.84,1272,321740,59.4,15442.7,878,18279.784,63.5,1079,6427,62.9,5,5.6,289100
01-06-2015,5.7,173.451,3.9825,1379,321954,59.4,15479,896,18279.784,63.5,1205,6441,62.7,5.4,5.3,289100
01-07-2015,5.6,174.496,4.046,1140,322186,59.3,15518.6,908,18401.626,63.6,1146,6472,62.6,5.2,5.2,295800
01-08-2015,5.6,174.938,3.905,1165,322427,59.4,15550.5,921,18401.626,63.6,1130,6490,62.6,5,5.1,295800
01-09-2015,5.8,175.045,3.89,1144,322670,59.2,15570.5,939,18401.626,63.6,1224,6508,62.4,5.9,5,295800
01-10-2015,5.8,175.051,3.796,1160,322901,59.3,15608,943,18435.137,63.7,1058,6547,62.5,5.6,5,302500
01-11-2015,5.6,175.143,3.9425,1244,323113,59.4,15615.4,962,18435.137,63.7,1172,6598,62.5,5.5,5.1,302500
01-12-2015,5.8,175.117,3.964,1211,323318,59.6,15668.4,970,18435.137,63.7,1146,6630,62.7,5.1,5,302500
01-01-2016,6.1,175.038,3.8725,1171,323509,59.7,15695.5,968,18525.933,63.5,1092,6631,62.7,5.6,4.8,299800
01-02-2016,5.6,175.283,3.66,1172,323687,59.8,15695.9,982,18525.933,63.5,1225,6640,62.8,5.5,4.9,299800
01-03-2016,5.9,176.603,3.694,1118,323871,59.8,15731.6,987,18525.933,63.5,1111,6678,63,5.5,5,299800
01-04-2016,5.5,178.497,3.605,1160,324061,59.7,15758.9,998,18711.702,63.1,1163,6702,62.9,5,5.1,306000
01-05-2016,5.3,180.345,3.6,1205,324260,59.7,15777.2,1010,18711.702,63.1,1148,6689,62.7,5.1,4.8,306000
01-06-2016,4.9,181.917,3.568,1208,324476,59.7,15821.4,1016,18711.702,63.1,1203,6701,62.7,5.3,4.9,306000
01-07-2016,5.1,183.02,3.44,1198,324697,59.8,15891.5,1033,18892.639,63.4,1239,6735,62.8,4.5,4.8,303800
01-08-2016,5.1,183.658,3.435,1201,324924,59.8,15931.3,1038,18892.639,63.4,1171,6736,62.9,5,4.9,303800
01-09-2016,5.1,183.948,3.46,1303,325155,59.7,15999.1,1038,18892.639,63.4,1068,6768,62.9,5.2,5,303800
01-10-2016,5.3,184.022,3.47,1254,325368,59.7,16059.4,1053,19089.379,63.5,1313,6799,62.8,5.2,4.9,310900
01-11-2016,5.4,184.234,3.77,1230,325562,59.7,16107.6,1042,19089.379,63.5,1140,6823,62.7,5.2,4.7,310900
01-12-2016,5,184.406,4.198,1248,325742,59.7,16182.5,1057,19089.379,63.5,1252,6818,62.7,5.4,4.7,310900
01-01-2017,5.3,184.657,4.15,1296,325901,59.9,16293.3,1063,19280.084,63.6,1190,6840,62.8,5.4,4.7,313100
01-02-2017,5.6,185.023,4.1675,1237,326050,60,16363.5,1070,19280.084,63.6,1271,6881,62.9,5.3,4.6,313100
01-03-2017,5.6,186.532,4.196,1273,326207,60.2,16415.1,1071,19280.084,63.6,1190,6902,62.9,5,4.4,313100
01-04-2017,5.7,188.546,4.045,1239,326371,60.2,16476,1075,19438.643,63.9,1146,6916,63,5.4,4.4,318200
01-05-2017,6.3,190.543,4.01,1205,326548,60.1,16573.2,1071,19438.643,63.9,1157,6931,62.8,5.1,4.4,318200
01-06-2017,6,192.271,3.904,1353,326743,60.1,16604,1073,19438.643,63.9,1249,6962,62.8,5.3,4.3,318200
01-07-2017,6,193.516,3.9675,1254,326939,60.2,16665.9,1075,19692.595,63.9,1206,6968,62.9,5.8,4.3,320500
01-08-2017,6.1,194.351,3.88,1336,327140,60.1,16733.7,1083,19692.595,63.9,1159,7002,62.9,6.1,4.4,320500
01-09-2017,5.9,194.822,3.805,1277,327342,60.4,16841.9,1093,19692.595,63.9,1181,7013,63.1,5.3,4.3,320500
01-10-2017,6,195.089,3.895,1360,327528,60.1,16930.8,1101,20037.088,64,1257,7031,62.7,5.5,4.2,337900
01-11-2017,5.6,195.457,3.922,1295,327699,60.1,16997.5,1107,20037.088,64,1273,7068,62.7,4.8,4.2,337900
01-12-2017,5,195.852,3.95,1312,327848,60.1,17058.2,1100,20037.088,64,1177,7091,62.7,5.6,4.1,337900
01-01-2018,5.7,196.119,4.0325,1311,327969,60.1,17141.7,1105,20328.553,64.2,1299,7093,62.7,6,4,331800
01-02-2018,5.8,196.908,4.33,1331,328085,60.4,17204.1,1109,20328.553,64.2,1277,7184,63,5.7,4.1,331800
01-03-2018,5.9,198.576,4.444,1381,328219,60.4,17268.2,1121,20328.553,64.2,1318,7194,62.9,5.2,4,331800
01-04-2018,6,200.619,4.4675,1365,328364,60.4,17328.7,1124,20580.912,64.5,1276,7212,62.9,5.6,4,315600
01-05-2018,6,202.457,4.586,1331,328521,60.5,17404.4,1131,20580.912,64.5,1357,7274,62.9,5.5,3.8,315600
01-06-2018,6.3,204.047,4.57,1338,328692,60.5,17488.4,1126,20580.912,64.5,1192,7292,63,5.8,4,315600
01-07-2018,6.5,204.954,4.5275,1333,328863,60.6,17587.6,1127,20798.73,64.4,1208,7318,63,6,3.8,330900
01-08-2018,6.6,205.332,4.55,1293,329040,60.3,17664,1129,20798.73,64.4,1288,7347,62.6,6.5,3.8,330900
01-09-2018,6.8,205.378,4.6275,1320,329216,60.4,17693.5,1135,20798.73,64.4,1250,7375,62.8,6.6,3.7,330900
01-10-2018,6.7,205.373,4.83,1280,329379,60.5,17749.8,1141,20917.867,64.6,1221,7389,62.9,7.2,3.8,322800
01-11-2018,6.5,205.111,4.866,1334,329527,60.6,17795.7,1144,20917.867,64.6,1181,7386,62.9,6.4,3.8,322800
01-12-2018,8.4,204.703,4.6375,1320,329659,60.6,18012.4,1148,20917.867,64.6,1095,7396,63,7.6,3.9,322800
01-01-2019,8.2,204.209,4.464,1254,329766,60.6,18053.9,1152,21104.133,64.2,1232,7424,63.1,7,4,313000
01-02-2019,8.5,204.439,4.37,1302,329862,60.7,18151.4,1140,21104.133,64.2,1128,7396,63.1,6.4,3.8,313000
01-03-2019,7.9,205.786,4.265,1291,329977,60.6,18229.5,1125,21104.133,64.2,1195,7422,63,5.7,3.8,313000
01-04-2019,7.7,207.698,4.1425,1298,330103,60.6,18262.1,1123,21384.775,64.3,1267,7459,62.9,5.8,3.6,322500
01-05-2019,7.3,209.361,4.072,1338,330240,60.6,18277,1132,21384.775,64.3,1307,7486,62.9,6.7,3.7,322500
01-06-2019,7.1,210.598,3.8025,1301,330393,60.7,18310.5,1142,21384.775,64.3,1228,7511,63,5.2,3.6,322500
01-07-2019,6.8,211.349,3.765,1347,330553,60.8,18328.6,1146,21694.282,64.7,1245,7525,63.1,5.9,3.7,318400
01-08-2019,7,211.708,3.616,1528,330729,60.8,18423.6,1149,21694.282,64.7,1367,7530,63.1,5.4,3.7,318400
01-09-2019,7.2,211.886,3.605,1491,330904,61,18474.4,1161,21694.282,64.7,1300,7551,63.2,5.4,3.5,318400
01-10-2019,7.3,211.979,3.688,1538,331066,61,18549.5,1160,21902.39,65,1332,7556,63.3,5.3,3.6,327100
01-11-2019,7.1,212.117,3.695,1522,331213,61,18630.7,1165,21902.39,65,1346,7545,63.3,5.4,3.6,327100
01-12-2019,6.4,212.248,3.72,1461,331345,61,18583.8,1177,21902.39,65,1551,7528,63.3,5.6,3.6,327100
01-01-2020,7.2,212.409,3.624,1500,331443,61.1,18821.5,1195,21706.513,65.3,1572,7580,63.3,5.7,3.5,329000
01-02-2020,7.7,213.229,3.465,1440,331525,61.1,18925.6,1213,21706.513,65.3,1565,7608,63.3,5.6,3.5,329000
01-03-2020,11.275,215.207,3.45,1348,331634,59.8,18577.4,1215,21706.513,65.3,1267,7539,62.6,6.5,4.4,329000
01-04-2020,11.275,217.254,3.306,1050,331684,55.025,20750.9,1193,19913.143,68,925,6527,60.1,6.9,9.6,322600
01-05-2020,11.275,218.504,3.2325,1253,331685,55.025,19877.2,1180,19913.143,68,1054,7009,60.8,5.4,9.6,322600
01-06-2020,11.275,219.83,3.1625,1329,331728,55.025,19920.9,1183,19913.143,68,1266,7170,61.5,3.8,9.6,322600
01-07-2020,11.275,221.585,3.016,1526,331795,55.2,20191.5,1201,21647.64,67.3,1529,7195,61.5,3.4,9.6,337500
01-08-2020,11.275,224.064,2.935,1564,331870,56.5,19594.2,1213,21647.64,67.3,1377,7225,61.7,3.3,8.4,337500
01-09-2020,11.275,226.817,2.89,1643,331950,56.6,19744.9,1218,21647.64,67.3,1463,7256,61.4,3.4,7.9,337500
01-10-2020,11.275,229.83,2.834,1622,332025,57.4,19758.5,1228,22024.502,65.7,1537,7310,61.7,3.3,6.9,358700
01-11-2020,11.275,232.337,2.765,1713,332063,57.4,19610.4,1248,22024.502,65.7,1545,7317,61.5,4,6.7,358700
01-12-2020,11.275,234.39,2.684,1760,332047,57.4,19775.2,1262,22024.502,65.7,1663,7355,61.5,4.1,6.7,358700
01-01-2021,11.275,236.468,2.735,1866,331992,57.5,21760.9,1282,22600.185,65.6,1602,7363,61.3,4,6.3,369800
01-02-2021,11.275,239.252,2.81,1700,331968,57.6,20254,1286,22600.185,65.6,1422,7291,61.4,4.9,6.2,369800
01-03-2021,11.275,244.249,3.0825,1731,332007,57.8,24471.8,1308,22600.185,65.6,1700,7395,61.5,4.4,6.1,369800
01-04-2021,11.275,249.856,3.06,1714,332073,57.9,21304.2,1320,23292.362,65.5,1484,7406,61.6,4.7,6.1,382600
01-05-2021,9.9,255.481,2.9625,1680,332144,58,20899.7,1338,23292.362,65.5,1600,7394,61.5,5.6,5.8,382600
01-06-2021,8.7,261.206,2.975,1644,332231,58,20934.3,1372,23292.362,65.5,1661,7400,61.7,5.8,5.9,382600
01-07-2021,9.4,265.545,2.868,1618,332358,58.4,21156.5,1387,23828.973,65.4,1593,7415,61.8,5.7,5.4,411200
01-08-2021,8.7,268.821,2.8425,1837,332489,58.6,21207.3,1412,23828.973,65.4,1576,7431,61.7,6.5,5.2,411200
01-09-2021,7.2,271.474,2.9,1636,332594,58.8,21051.2,1437,23828.973,65.4,1560,7472,61.7,6,4.8,411200
01-10-2021,6.6,273.682,3.0675,1727,332692,59,21201.4,1464,24654.603,65.5,1572,7514,61.8,6.8,4.5,423600
01-11-2021,6.2,276.049,3.0675,1775,332790,59.4,21297.7,1493,24654.603,65.5,1712,7560,61.9,6,4.2,423600
01-12-2021,6.1,278.63,3.098,1948,332876,59.5,21352.9,1526,24654.603,65.5,1787,7594,62,5.6,3.9,423600
01-01-2022,4.1,282.015,3.445,1898,332918,59.7,21294.8,1553,25029.116,65.4,1669,7590,62.2,5.8,4,433100
01-02-2022,4.1,287.258,3.7625,1817,332959,59.8,21426.2,1581,25029.116,65.4,1771,7669,62.2,6.2,3.8,433100
01-03-2022,3.4,295.081,4.172,1877,333056,60.1,21510.5,1631,25029.116,65.4,1713,7692,62.4,7,3.6,433100
01-04-2022,3.1,301.728,4.9825,1795,333184,59.9,21581.3,1667.5,25544.273,65.9,1803,7698,62.2,8.5,3.6,449300
01-05-2022,3.1,306.506,5.23,1708,333317,60,21657.1,1667.5,25544.273,65.9,1543,7736,62.3,8.3,3.6,449300
01-06-2022,2.7,308.301,5.522,1701,333460,59.9,21740.7,1667.5,25544.273,65.9,1561,7749,62.2,9.5,3.6,449300
01-07-2022,3.5,307.136,5.4125,1658,333624,59.9,21910.5,1667.5,25994.639,66,1371,7773,62.1,10.1,3.5,468000
01-08-2022,3.2,303.686,5.2225,1586,333799,60.1,22024.3,1667.5,25994.639,66,1505,7781,62.3,8.7,3.7,468000
01-09-2022,3,300.503,6.112,1588,333976,60.1,22121.5,1667.5,25994.639,66,1463,7797,62.3,9.7,3.5,468000
01-10-2022,3,298.727,6.9,1555,334141,60,22242.2,1667.5,26408.405,65.9,1432,7814,62.2,9.7,3.7,479500
01-11-2022,3.3,296.923,6.805,1402,334287,59.9,22267.7,1667.5,26408.405,65.9,1427,7833,62.2,9.4,3.6,479500
01-12-2022,3.4,294.415,6.364,1409,334420,60.1,22312.3,1667.5,26408.405,65.9,1357,7859,62.3,8.5,3.5,479500
01-01-2023,4.4,292.849,6.2725,1354,334533,60.2,22525.3,1667.5,26813.601,66,1340,7885,62.4,8.1,3.4,429000
01-02-2023,4.7,293.468,6.2575,1482,334637,60.2,22648.4,1667.5,26813.601,66,1436,7899,62.5,8.4,3.6,429000
01-03-2023,5.2,297.316,6.544,1437,334753,60.4,22757.9,1667.5,26813.601,66,1380,7890,62.6,8.1,3.5,429000
01-04-2023,5.2,301.469,6.3425,1417,334880,60.4,22815.8,1667.5,27063.012,65.9,1348,7901,62.6,7.6,3.4,418500
01-05-2023,5.3,305.427,6.425,1496,335013,60.3,22893.1,1667.5,27063.012,65.9,1583,7926,62.6,7.2,3.7,418500
01-06-2023,4.9,308.307,6.714,1441,335163,60.3,22941.5,1667.5,27063.012,65.9,1418,7955,62.6,7.5,3.6,418500
01-07-2023,4.1,310.162,6.84,1443,335329,60.4,22994.3,1667.5,27623.543,66,1451,7967,62.6,7,3.5,431000
